word,meaning,Tag1,Tag2,Tag3
main,■mainブランチについて<br>〇起源：<br>2020年以降、GitHubなどで推奨されるようになった新しいデフォルト<br>〇意味合い：<br>より中立的で包括的な表現<br>〇現在の使用状況：<br>新規リポジトリでは「main」が主流,"Git,ブランチ",,
プルリクエスト,"■プルリクエストとは<br>主にGitやGitHub、GitLabなどのバージョン管理システムにおいて、自分の開発した変更をプロジェクトの本体（メインブランチ）に取り込んでもらいたいときに、その変更を提案・依頼するための仕組みです。<br><br>■プルリクエストのやり方（一般的なGitHubのフロー）<br>プルリクエストを作成し、マージ（統合）するまでの基本的な手順は以下の通りです。<br>〇ステップ 1: 開発ブランチを作成・変更をコミットする<br>まず、メインブランチを直接変更するのではなく、機能追加やバグ修正用の新しいブランチを作成し、そこで作業を行います。<br>①ブランチの作成と切り替え:<br>(Bash)<br>git checkout main              # 最初にメインブランチが最新であることを確認<br>git pull origin main<br>git checkout -b feature/new-login  # 新しいブランチを作成し、切り替える<br>②コードの変更とコミット: <br>必要なコードの変更を行い、変更内容をコミットします。<br>(Bash)<br># (コードを編集)<br>git add .<br>git commit -m ""feat: ログイン機能を追加""<br>③リモートリポジトリへのプッシュ: <br>作業ブランチをGitHubなどのリモートリポジトリにアップロードします。<br>(Bash)<br>git push origin feature/new-login<br>〇ステップ 2: プルリクエストを作成する<br>プッシュが完了すると、通常、GitHubなどのプラットフォーム上でPRを作成するためのボタンが表示されます。<br>①PRの作成画面へ移動: <br>GitHubの画面上で「Compare & pull request」ボタンをクリックするか、「Pull requests」タブから「New pull request」を選択します。<br>②マージの方向を指定:<br>・ベースブランチ (Base): 変更を取り込みたいブランチ（通常はmainなど）。<br>・比較ブランチ (Compare): 変更を加えた自分のブランチ（例: feature/new-login）。<br>③タイトルと説明の記入:<br>・タイトル: 変更内容が一目でわかるように簡潔に記述します（例: 【Feature】ユーザーログイン機能を実装）。<br>・説明: 変更の目的、実装の詳細、テスト方法、解決した課題などを詳しく記述します。<br>④PRの作成: 情報を確認し、「Create pull request」ボタンをクリックしてPRを作成します。<br>〇ステップ 3: レビューとマージ<br>PRが作成されると、レビューとマージが行われます。<br>①レビュー:チームメンバー（レビュアー）がPRを開き、コードを確認し、コメントや承認（Approve）を行います。<br>②修正: レビュアーから修正依頼があった場合、ローカルのブランチで修正を行い、再度プッシュします。PRは自動的に更新されます。<br>③マージ (Merge): すべてのレビューが完了し、テストが成功したら、PRの作成者または権限を持つレビュアーが「Merge pull request」ボタンをクリックし、変更をベースブランチ（main）に統合します。<br>④ブランチの削除: マージが完了したら、作業に使ったブランチ（feature/new-login）は不要になるため、削除します。","Git,仕組み",,
push手順,"■ 前提条件<br>以下が準備できていることを確認してください：<br>1. Gitがインストールされている<br>2. GitHubアカウントを持っている<br>3. VS Codeがインストールされている<br>4. GitHubにリポジトリ（保存場所）を作成している<br><br>■ GitHubにファイルをPushする手順<br>① VS Codeでプロジェクトを開く<br>VS Codeで、Gitで管理したいフォルダを開きます。<br>② Gitを初期化する（初回のみ）<br>ターミナルを開いて、以下のコマンドを入力：<br>「git init」<br>③ ファイルをステージに追加する<br>変更したファイルをGitに追加します：<br>git add <br>「.」はすべてのファイルを追加するという意味です。<br>④ コミットする。<br>変更内容を記録します：<br>git commit -m ""初回コミット""<br>⑤ GitHubのリポジトリと接続する<br>GitHubで作成したリポジトリのURLを使って、以下のように入力：<br>git remote add origin https://github.com/ユーザー名/リポジトリ名.git<br>git remote add origin https://github.com/RENNYAWATANABE/BEAMTEST-.git<br>⑥ Pushする（アップロード）<br>GitHubにファイルを送ります：<br>git push -u origin master<br>※最近は main ブランチが主流なので、master の代わりに main を使う場合もあります：<br>git push -u origin main<br>💡 補足：VS CodeのGUIでも可能！<br>VS Codeの左側にある「ソース管理」アイコン（分岐のようなマーク）を使えば、GUIで add や commit ができます。\ 「…」メニューから「Push」も選べます。","Git,Push手順",,
生産系pc,■生産系PCとは（OTネットワーク）<br>生産系PCは、主に工場の生産ライン、制御、監視といった、製品を生み出すためのオペレーションテクノロジー（OT: Operational Technology）に関わる作業に使われます。,"network,SCK",,
事務系pc,■事務系PCとは（ITネットワーク）<br>事務系PCは、一般的に企業の管理、営業、経理、情報共有といったインフォメーションテクノロジー（IT: Information Technology）に関わるバックオフィス業務に使われます。,network,,
サーバーをたたく,■サーバーをたたくの意味<br>1. Webサーバーへのアクセス（最も一般的な使用例）<br>WebサイトやWebアプリケーションを使用するとき、ブラウザ（クライアント）からWebサーバーへ情報を要求することです。<br>2. APIへのリクエスト<br>アプリケーションが他のサービスの機能を利用するために、そのサービスが公開しているAPI（Application Programming Interface）にデータや処理を要求することです。<br>3. 負荷テストや性能評価<br>サーバーの処理能力や安定性を確認するために、意図的に大量のアクセスを送りつけることです。<br>4. ネットワーク接続の確認（Pingなど）<br>サーバーがネットワーク上で生きていて、通信できる状態にあるかを確認する行為です。<br><br>🗣️ なぜ「たたく」と言うのか？<br>「たたく（叩く）」という言葉には、「軽く刺激を与える」「作用を及ぼす」といったニュアンスがあります。<br>コンピューターの文脈では、ネットワークを通じてサーバーに対し「Pingを打つ」「コマンドを打つ」といった表現と同様に、サーバーに対して何らかのアクションを要求する、または刺激を与えるという意味合いで「サーバーをたたく」という比喩が使われるようになったと考えられます。,network,,
ポリシー,ITやビジネスの文脈で「ポリシー」という言葉が使われる場合、それは組織やシステムが従うべき、あらかじめ定められたルールや方針を意味します。,business,,
キリンの二の舞,■「キリンの二の舞」（になる）とは<br>「キリンの二の舞」という表現は、ITやセキュリティの文脈で使われる場合、特定の企業の失敗事例、特にセキュリティやシステム統合における失敗事例を教訓として回避することを意味する警告です。<br>これは、かつてIT業界で話題になったキリンホールディングスのシステム統合失敗を教訓としたものです。,business,,
Kotlin,"■意味<br>Kotlinは、JetBrains社が開発したプログラミング言語で、Javaと互換性がありながら、より簡潔で安全なコードが書けるよう設計されています。<br>■概要<br> - Android開発で特に人気。<br>  - Javaよりも少ないコード量で同じ処理が可能。<br>  - Null安全（NullPointerExceptionを防ぐ仕組み）が特徴。<br>  - JVM上で動作するため、Javaライブラリをそのまま使える。""","paypayカード株式会社,kotlin",,
Docker,■ Docker とは<br>〇Dockerの意味と概要:<br>  - アプリケーションを「コンテナ」と呼ばれる軽量な仮想環境で実行する技術。 <br> - 開発環境と本番環境の差異をなくすことができる。  <br>- 依存関係を含めて一つのイメージとして管理できる。<br><br>■Dockerの主な特徴<br>1. コンテナ技術<br>コンテナは、アプリケーションとその実行に必要なライブラリや設定をひとまとめにした軽量な仮想環境です。仮想マシン（VM）よりも軽量で高速に起動できます。<br>2. 環境の一貫性<br>開発環境・テスト環境・本番環境で同じコンテナを使えるため、「開発環境では動いたのに本番では動かない」といった問題を防げます。<br>3. 移植性とスケーラビリティ<br>コンテナはどのOSでも同じように動作するため、クラウドやオンプレミスなど、さまざまな環境に簡単に展開できます。<br>4. Docker Hubとの連携<br>Docker Hubという共有レジストリを使って、他の人が作ったコンテナをダウンロードしたり、自分のコンテナを公開したりできます。<br><br>■よく使われるコマンド例<br>docker build -t myapp .       # Dockerfileからイメージを作成<br>docker run -d -p 8080:80 myapp # コンテナをバックグラウンドで起動<br>docker ps    # 実行中のコンテナ一覧を表示<br>docker stop &lt;コンテナID&gt;      # コンテナを停止,"paypayカード株式会,Docker",,
Kubernetes（k8s）,■ Kubernetes（k8s）の意味と概要:<br>  - Dockerなどのコンテナを自動で管理・スケーリング・監視するオーケストレーションツール。 <br> - 複数のコンテナをクラスタとして運用可能。 <br> - 高可用性や自己修復機能を持つ。,"paypayカード株式会,Kubernetes（k8s）",,
Javacore,■Javacoreとは<br>「Javacore（ジャバコア）」とは、Java仮想マシン（JVM）が動作している最中に、ある一瞬の実行状態を記録したファイルのことです。<br>これは主に、Javaアプリケーションで発生した問題（フリーズ、性能劣化、デッドロックなど）の原因を特定し、解析するために使用される重要な問題判別文書の一つです。<br>「スレッドダンプ (Thread Dump)」と呼ばれることもあります。<br>■javacore(スレッドダンプ)の取得方法<br>1. Linux/Unix環境での取得方法（kill -3）<br>LinuxやUnix系のOSで動作しているJVMからjavacoreを取得する最も一般的な方法は、kill -3コマンドを使用することです。このコマンドは、JVMプロセスを終了させずに、スレッドダンプの出力を要求します。<br> 2. Windows環境での取得方法（Ctrl + Break）<br>Windows環境で、コンソール（コマンドプロンプトやPowerShell）からJavaアプリケーションを実行している場合は、以下のキー操作でスレッドダンプを取得できます。<br> 3. JVMツール（JStack）による取得方法<br>JVMに標準で付属している**jstack**コマンドを使用すると、プロセスを停止させずに、より簡潔にスレッドダンプを取得できます。これは、Linux、macOS、Windowsのすべてで使用可能です。,"Java(J2SE),記録ファイル",,
Docker Compose,"■Docker Composeとは？<br>Docker 複数のコンテナをまとめて管理・起動するためのツールです。<br>設定は docker-compose.yml というファイルに書きます。		","paypayカード株式会,Docker Compose",,
node.js,"■ Node.jsとは<br>Node.js（ノードジェイエス）は、サーバーサイド（バックエンド）でJavaScriptを動かすための実行環境です。  <br>もともとJavaScriptはブラウザ上でしか動きませんでしたが、Node.jsを使うことでサーバーやコマンドラインでもJavaScriptが使えるようになります。<br>■ 主な用途<br>- サーバーアプリケーションの開発（Webサーバー、APIサーバーなど）<br>- バッチ処理や自動化スクリプト<br>- フロントエンド開発ツール（npm、webpackなど）<br><br>■ 使い方の例<br>1. JavaScriptファイル（例：app.js）を作成<br>```javascript<br>console.log(""Hello Node.js!"");<br>2. ターミナル（コマンドプロンプト）で実行<br>node app.js<br><br>■ダウンロード・インストール方法<br>1. [Node.js公式サイト](https://nodejs.org/ja)にアクセス<br>2. 「LTS（推奨版）」を選んでダウンロード<br>3. ダウンロードしたインストーラーを実行し、画面の指示に従ってインストール<br><br>■ インストール確認<br>ターミナルで以下のコマンドを入力し、バージョンが表示されればOKです。<br>```<br>node -v<br>```","javascript,サーバーサイド実行環境,node.js",,
Dockerfile,■ Dockerfileとは？<br>Dockerfileは、Dockerイメージを作成するための設定ファイルです。<br>中には、どのOSを使うか、どのソフトウェアをインストールするか、どんなコマンドを実行するかなどが記述されています。,"Docker,paypayカード株式会",,
マイクロサービス, ■ マイクロサービス<br> 意味: マイクロサービスは、アプリケーションを複数の小さなサービスに分割して、それぞれ独立して開発・運用するアーキテクチャスタイル。<br>- 概要:  <br>- 各サービスは独立してデプロイ可能。<br>- チームごとに異なる技術スタックを使える。  <br>- スケーラビリティや保守性が高い。<br>- ただし、サービス間通信やデータ整合性の管理が課題になることも。,"paypayカード株式会,マイクロサービス",,
秘密鍵,■秘密鍵 (Private Key)とは<br>〇役割:<br>錠前を開ける鍵、または署名を作成するペンの役割を持ちます。<br>〇特性: <br>絶対に他人に見せてはいけない鍵です。<br>〇用途:<br>①復号化: 公開鍵で暗号化されたデータを受け取り、それを元に戻す（復号化する）ために使われます。<br>②署名作成: データが自分のものであることを証明する電子署名を作成するために使われます。,Git,,
公開鍵,■公開鍵 (Public Key)とは<br>〇役割: <br>錠前、または署名の正当性を証明する検証ツールの役割を持ちます。<br>〇特性:<br>広く一般に公開しても問題ない（公開することが前提）鍵です。<br>〇用途:<br>①暗号化: 秘密鍵を持つ本人にデータを送る際、そのデータを暗号化するために使われます。<br>②署名検証: 秘密鍵で作成された電子署名が本物かどうかを検証するために使われます。,Git,,
リポジトリ,■リポジトリ (Repository) の意味<br>リポジトリとは、一言で言えば「プロジェクト全体のすべてのファイルと、それらのファイルの全変更履歴を保存している場所（データベース）」のことです。,Git,,
ブランチ（branch),■ ブランチ (Branch) の意味<br>ブランチとは、リポジトリ内のバージョン履歴の流れを枝分かれさせる仕組みです。簡単に言えば、「一時的な作業場所」や「開発ライン」を作る機能です。,Git,,
nmon,nmon（Nigel's Monitor）は、LinuxおよびAIXシステムのパフォーマンスを監視するためのツールです。もともとIBMによってAIX向けに開発され、後にLinuxプラットフォームにも移植されました。,"Linuxツール,IBM",,
SFTP,SFTP（SSH File Transfer Protocol）**は、SSH（Secure Shell）を利用して暗号化された通信路を通じて安全にファイルを送受信するためのプロトコルです。従来のFTP（File Transfer Protocol）と似た操作性を持ちながら、データの盗聴や改ざんを防ぐために強力な暗号化を提供します。SFTPは、主に以下の特徴を持っています。,"network,通信プロトコル",,
エンコーディング,エンコーディングとは、ある形式のデータや情報を、別の形式のデータや情報に変換する処理、またはその**規則（符号化方式）のことを指します。<br>最も一般的な文脈は**「文字エンコーディング」**です。,開発,,
エンコーディングフィルター,「エンコーディングフィルター」という用語は、特定の技術分野で使われますが、一般的な意味合いとしてはデータが特定のシステムを通過する際、そのエンコーディング（符号化）を自動的に行ったり、内容を特定の形式に変換したりする機構を指します。,開発,,
コネクションプール,コネクションプールとは、データベース接続をあらかじめ作成してプールに保管し、必要なときに再利用する仕組みです。これにより、接続の作成や破棄によるオーバーヘッド を削減できます。高いパフォーマンスが求められるシステムでは、コネクションプールの適用が推奨されます。,Database,,
tear term,Tera Termは、Windowsプラットフォーム上で動作するオープンソースのターミナルエミュレータで、主にSSHやTelnetを使用してリモートサーバーに接続し、操作するためのソフトウェアです。,"ソフトウェア,サーバー",,
片肺,「片肺（かたはい）」のシステム的な意味は、冗長性（じょうちょうせい、Redundancy）を持つシステムにおいて、構成要素の一部（通常はペアで動作する片方）が故障または停止し、残りの機能のみで動作し続けている状態を指します。,"network,冗長構成",,
再起動コマンド,再起動コマンドは、コンピューター、サーバー、またはネットワーク機器などのシステムに対して、実行中の処理を終了させ、電源を切らずにシステムをオペレーティングシステム（OS）から再度立ち上げ直すよう指示するための命令です。これは、システムの状態をリフレッシュし、不安定な状態や一時的な問題を解消するために使用されます。,"network,サーバー",,
コネクション,システム的な文脈における「コネクション（Connection）」とは、データ伝送やリソース利用のために、通信を行う二者間（機器、ソフトウェア、プロセスなど）で一時的に確立される、仮想的または論理的な専用通信路や接続関係を指します。これは、単なる物理的なケーブルの接続という意味合いを超え、**「通信が可能な状態が保証された論理的な状態」**を意味します。,network,,
ダンプ（Dump）,「ダンプ（Dump）」とは、システムやプログラムが特定の時点やエラー発生時に持っていたメモリやデータの内容を、そのまま外部ファイルなどにそっくり書き出す（出力する）処理、または出力されたデータそのものを指します。「中身をそのまま放り出す（dump）」という英語の原義から来ており、システムの状態を詳細に記録するために非常に重要です。,Data,,
セキュリティスイッチ,セキュリティスイッチとは、従来のネットワークスイッチ（L2スイッチなど）が持つデータ転送機能に加えて、セキュリティ機能を組み込み、ネットワーク内部で発生する脅威を自動で検知・遮断することに特化したネットワーク機器です。,"network,機器",,
時刻同期エラー,時刻同期エラーとは、ネットワーク上の複数のコンピューターやシステム間で、保持しているシステム時刻が一致せず、ずれが生じている状態、またはそのずれが原因で発生する問題のことです。,network,,
キャッシュ,キャッシュとは、データに再度アクセスする際の処理速度を向上させるために、データを一時的に保存しておく高速な記憶領域または仕組みのことです。,network,,
SVN,SVNは、複数の開発者が一つのプロジェクトで共同作業を行う際、ソースコードやドキュメントなどのファイルに対する変更履歴を管理し、共有するために使われます。,network,,
Telnet（テルネット）,Telnet（テルネット）とは、ネットワークを通じて遠隔地にあるコンピューター（サーバーなど）にログインし、コマンドを対話形式で実行するための通信プロトコル、およびそれを利用するクライアントソフトウェアの名前です。,"network,通信プロトコル",,
WAN（ワイド・エリア・ネットワーク）,LAN（ローカル・エリア・ネットワーク）**は、限定された狭いエリアをカバーするネットワークです。,network,,
VNC,VNCは、ネットワーク経由で**遠隔地にあるコンピューターのデスクトップ画面を、手元のコンピューターに表示・操作するためのシステム（プロトコルとソフトウェア）**です。,network,,
CDE（Common Desktop Environment）,CDE（Common Desktop Environment）は、かつてUNIXワークステーションや商用UNIXシステム（Solaris、HP-UX、 AIXなど）で標準的に使われていた**グラフィカルデスクトップ環境（GUI）**のことです。,network,,
フォローアップ,フォローアップとは、ある行動や出来事（イベント）が完了した後、その結果や影響を確認したり、次の段階へ進めるために追加の措置を取ったりすることを意味します。日本語では**「追跡調査」「経過観察」「後追い対応」**といった意味合いで使われます。,ビジネス,,
リグレッションテスト,リグレッションテストとは、日本語で「回帰テスト」とも呼ばれ、システムやソフトウェアの一部に変更（修正、機能追加など）を加えた後、その変更によって既存の機能や性能に意図しない悪影響（不具合や劣化）が発生していないかを確認するためのテストです。一言で言えば、**「昔動いていた部分が、今もちゃんと動いているか」**を確認する作業です。,テスト工程,,
フィックス（Fix）,「フィックス（Fix）」は、英語で「固定する」「修理する」「確定する」といった意味を持つ単語で、ITやビジネスの文脈では主に以下の3つの意味で使われます。<br>1.  不具合の修正（バグフィックス）<br>最も一般的な使われ方です。システムやソフトウェアにおける欠陥（バグ）を発見し、それを修正することを指します。<br>2. 確定・固定（予定や仕様）<br>プロジェクト管理やスケジュール調整の文脈で、内容を最終決定し、変更しない状態にすることを指します。<br>3. データや状態の固定（システム）<br>技術的な文脈で、あるデータや状態を確定させ、動かないようにすることを指します。,"ビジネス,開発",,
オンサイト（On-site）,オンサイト（On-site）とは、「現場（現地）で」「施設内で」という意味を持つ言葉で、ビジネスやITの文脈では、対象の場所から離れずに、物理的にその場にいる状態やその場所で行われる作業を指します。<br>1. ITサポート・保守におけるオンサイト<br>意味: 顧客の企業やデータセンターなど、機器が設置されている場所へ技術者が直接出向いて行うサポートや修理作業のことです。<br>2. 開発・プロジェクト管理におけるオンサイト<br>意味: システム開発やプロジェクト遂行において、顧客（発注元）のオフィスや施設に開発メンバーが常駐して作業を行う形態のことです。<br>3. イベント・会議におけるオンサイト<br>意味: 実際に会場に集まって開催されるイベントや会議のことです。,ビジネス,,
GoLive（ゴーライブ）判定,Go-Live（ゴーライブ）判定とは、新しいシステムやサービスを本番環境に移行し、実際にユーザーへの提供（稼働）を開始しても問題ないかを最終的に判断・決定するプロセス、またはその決定自体を指します。これは、プロジェクトの成功とシステムの安定稼働を保証するための、最終関門となる重要な意思決定です。,"ビジネス,開発工程",,
HTTPサーバー,HTTPサーバーとは、**HTTP（Hypertext Transfer Protocol）という通信規約を用いて、クライアント（主にWebブラウザ）からのリクエスト（要求）を受け取り、それに応じたレスポンス（応答）**を返す役割を持つソフトウェアのことです。,network,,
百害あって一利なし,「百害あって一利なし」とは、<br>百害（ひゃくがい）：数えきれないほどの害（デメリット、悪い結果、損害）<br>一利なし（いちりなし）：一つとして益（メリット、良い結果、得）がない<br>つまり、**「悪いことばかりで、良いことが何一つない」**という状態や行為を強く非難するときに使う表現です。,ビジネス,,
概算,「概算（がいさん）」とは、おおよその金額や数量を計算すること、またはその計算結果自体を指します。<br>正確な数値ではなく、大まかな見通しや目安を立てるために行われる計算です。,ビジネス,,
HTTPS,HTTPSは、ウェブサイトとあなたのブラウザの間でやり取りされるデータを暗号化するための仕組みです。,network,,
リダイレクト,リダイレクトとは、ユーザーがアクセスしたURLとは異なる別のURLに、自動的に転送する（送り直す）仕組みです。,network,,
リストア,「バックアップデータを基にして、システムやデータを以前の正常な状態に戻すプロセス」を指します。,network,,
リプレース,■リプレースとは<br>単に機器を交換するだけでなく、システム全体を新しいものに刷新する作業を指します。<br>■インフラリプレースとは<br>システムやアプリケーションが動作するための土台（基盤）となる、ハードウェアや基本ソフトウェアなどを新しいものに交換することです。,"リプレース,BEAM",,
IPアドレス,ネットワーク上におけるコンピューター（サーバー、データベースなど）の「住所」**です。,"システム接続情報,network",,
ポート番号,IPアドレスで特定されたコンピューターの中で、「どのサービス（アプリケーション）に接続するか」を識別するための番号です。,"システム接続情報,network",,
ユーザーID（またはユーザー名）,アクセスを試みている「人」または「システム」を識別するための名前です。,"システム接続情報,network",,
パスワード,ユーザーIDと組み合わせて使われる認証情報です。,"システム接続情報,network",,
メンテナンス,システムやソフトウェア、ハードウェアが常に正常に、かつ効率的に動作し続けるように維持・管理する活動全般を指します。<br>日本語では「保守」や「維持管理」と訳されます。,"メンテナンス,network,BEAM",,
並行稼働,並行稼働<br>旧環境（変更前のIPアドレス）と新環境（変更後のIPアドレス）を同時に動作させ、利用者に影響がないかを確認したり、段階的に切り替えたりする方式。<br>意味<br>今回の作業では、この並行稼働（デュアルラン）は行わない、つまり、切り替え期間中はどちらの環境もサービスの提供を中断します。,"BEAM,リプレース",,
NDA（秘密保持契約）,■NDA（秘密保持契約）とは<br>NDAは、企業間、または企業と個人（従業員、コンサルタントなど）の間で締結される契約です。<br>〇目的: <br>ある取引やプロジェクトを検討・実行するにあたって、相手の機密情報を知る必要が生じた際、その情報が外部に漏洩したり、契約目的外に使われたりすることを防ぐために交わされます。<br>〇義務: <br>契約を結んだ側には、受領した情報を**「秘密として保持する義務（秘密保持義務）」と、その情報を「契約で定められた目的以外に使わない義務（目的外使用禁止義務）」**が発生します。,"ビジネス,BEAM",,
リモートデスクトップ,リモートデスクトップ（Remote Desktop）とは、ネットワークを経由して、遠隔地にあるコンピューターのデスクトップ画面を、手元のコンピューターに表示・操作するための技術、またはそのためのソフトウェアやプロトコルのことです。<br>これにより、物理的に離れた場所にあるPCやサーバーを、あたかも目の前にあるかのように操作できます。<br>■リモートデスクトップの基本的な仕組み<br>リモートデスクトップは、「クライアント（手元のPC）」と「ホスト/サーバー（遠隔地のPC）」の2つで構成されます。<br>〇ホスト（サーバー）側: <br>遠隔操作される側のコンピューター。デスクトップの画面情報をデータに変換し、ネットワーク経由でクライアントに送信します。<br>〇クライアント側: <br>ユーザーが操作する手元のコンピューター。受信した画面データを受け取って表示し、ユーザーが行ったキーボードやマウスの操作（入力データ）をホスト側に送信します。<br>このやり取りにより、手元の画面で遠隔地のPCをリアルタイムに操作できます。,network,,
LBサーバー,LBサーバーとは、Load Balancer（ロードバランサー、負荷分散装置）としての役割を果たすサーバー、またはその機能を持つ機器やソフトウェアのことを指します。<br>Webシステムやアプリケーションの安定稼働、および高い処理能力を実現するために不可欠な要素です。<br>■LBサーバー（ロードバランサー）の役割と仕組み<br>ロードバランサーの主な役割は、クライアント（ユーザー）からWebサイトやアプリケーションへ送られる大量のアクセス（リクエスト）を、複数のバックエンドサーバー（実処理を行うサーバー群）に均等に振り分けることです。<br>1. 負荷の分散<br>2. 高可用性の実現<br>3. セッションの維持（スティッキーセッション）,"サーバー,network",,
FFFTP,FFFTP（エフエフエフティーピー）とは、Windows向けの無料（フリー）で高機能なFTPクライアントソフトウェアのことです。<br>かつては、日本のWeb制作者やシステム担当者の間で、Webサーバーへのファイル転送を行うための定番ソフトとして非常に広く利用されていました。FFFTPの主な役割は、PC（ローカル）とWebサーバー（リモート）の間で、ファイルやフォルダを簡単にやり取りできるようにすることです。,ソフトウェア,,
サービスIP,サービスIPとは、特にネットワークやシステム構成において、実際のサーバー（物理サーバーや仮想サーバー）のIPアドレスを直接ユーザーに公開せず、サービスの提供を目的として使用される論理的なIPアドレスのことです。<br>このアドレスは、複数のサーバーや負荷分散装置（LB）など、ネットワーク機器と組み合わせて利用されます。,network,,
cron(クロン),cron（クロン）とは、Unix系OS（Linux、macOSなど）で、指定した時刻や間隔でコマンドやスクリプトを自動的に繰り返し実行させるための機能、またはそのスケジューラープログラム自身を指します。<br>システム管理やアプリケーション運用において、定期的な処理を行うために不可欠なツールです。,"プログラム,ツール",,
サーバー,サーバー（Server）**とは、ネットワーク上で、クライアント（Client）と呼ばれるコンピューターやプログラムに対して、データや機能、サービスなどの資源（リソース）を提供する役割を持つコンピューター、またはその機能を提供するソフトウェアのことです。<br>「サーバー」という言葉は、文脈によって**「ハードウェア（物理的な機器）」と「ソフトウェア（機能）」**の両方を指します。<br>■サーバーの基本的な仕組みと役割<br>サーバーは、クライアントからのリクエスト（要求）を受け付け、それに対して適切なレスポンス（応答）を返すという、「クライアント・サーバーモデル」に基づいて動作します。<br>①リクエストの受付と処理<br>②資源の提供（レスポンス）<br>③常時稼働と高い処理能力,"sarver,network",,
固定値マスタ,固定値マスタ（こていちマスタ）とは、システム開発やデータベース設計において、**頻繁には変更されない、あらかじめ決められた少数の選択肢や定義済みの値を管理するためのデータ群（テーブル）を指します。<br>このマスタは、ユーザーがデータを入力する際の選択肢の統一や、アプリケーションの動作定義に使用され、業務の正確性と安定性を高めるために利用されます。,DB,,
PowerShell（パワーシェル）,PowerShell（パワーシェル）とは、Microsoftが開発した、コマンドラインシェルとスクリプト言語の機能を統合したプラットフォームです。<br>Windows OS（オペレーティングシステム）の管理と自動化を行うために設計されましたが、現在はLinuxやmacOSなど、クロスプラットフォームでも利用可能です,プラットフォーム,,
SSID,SSID（エスエスアイディ）とは、Service Set Identifier（サービス・セット・アイデンティファイア）の略で、無線LAN（Wi-Fi）のネットワークの名前のことです。<br>簡単に言えば、スマートフォンやPCでWi-Fi接続先を探すときに一覧に表示される「目印」となる文字列です。,network,,
IntelliJ (インテリジェイ),IntelliJ (インテリジェイ) とは、主にJavaを中心としたソフトウェア開発に使われる、高機能な統合開発環境 (IDE: Integrated Development Environment) のことです。<br>正式には、開発元であるチェコの企業 JetBrains が提供している製品で、「IntelliJ IDEA (インテリジェイ アイディア)」が正式名称です。<br>■IntelliJ IDEA の主な特徴<br>1. 非常に強力なコーディング支援<br>IntelliJ IDEAが最も評価されている点は、その強力なコードインテリジェンス機能です。<br>2. 対応言語の幅広さ<br>元々Java開発用に設計されましたが、プラグインや上位エディションの「Ultimate Edition」により、現在では非常に多くの言語と技術に対応しています。<br>主要言語: Java、Kotlin、Groovy、Scala<br>Web技術: HTML、CSS、JavaScript、TypeScript、React、Angular、Node.js<br>フレームワーク: Spring、Jakarta EE、Maven、Gradle など<br>3. 豊富な統合機能<br>開発に必要な多くのツールがIDE内に統合されています。<br>①バージョン管理システム<br>②デバックツール<br>③テスト<br>4. エディションの種類<br>主に2つのエディションがあります。,"IDE,Java(j2se)",,
ハッシュ値,データ（ファイル、文字列、画像など）を基にして、ハッシュ関数と呼ばれる特定の計算アルゴリズムを使って生成された、固定の長さを持つ一意な値のことです。<br>簡単に言えば、元のデータが何であれ、それを圧縮・要約して作られる「指紋」や「ID」のようなものです。,"値,network",,
おすそ分け（お裾分け）,人からいただいた品物や、自分が持っている食べ物・物品などを、さらに他の人に分けてあげることを意味します。,ビジネス,,
準委任契約（じゅんいにんけいやく）,当事者の一方がある行為をすることを相手方に委託し、相手方がそれを承諾することによって成立する契約です。<br>これは民法上の契約形態の一つで、法律行為ではない事務（作業や業務）の処理を委託する際に用いられます。,"契約,ビジネス",,
入れ子,■プログラミング・IT分野での「入れ子」<br>ITの文脈では、主に構造やコードが階層的に組み込まれている状態を指します。英語では Nested (ネステッド) と呼ばれます。<br>■ 日常生活での「入れ子」<br>意味: 小さな容器が大きな容器の中に収められている状態。,"ビジネス,development",,
アテンド (Attend),「アテンド」は、人を接待・案内・付き添い・世話をすることを意味します。,ビジネス,,
 アサイン (Assign),「アサイン」は、人や資源を特定の任務や役割に割り当てることを意味します。,ビジネス,,
ステアリング,組織が目的地（戦略目標やプロジェクトゴール）に到達するために、現在の位置（実績）を確認し、目的地への経路（計画）から逸脱していないかを監視し、必要に応じて積極的な軌道修正を行うプロセスです。,ビジネス,,
CSE.exe,■CSE.exeとは<br>SQLの編集・実行<br>レコードの新規作成・更新・削除<br>DBオブジェクトのブラウズ<br>テーブル内レコードのエクスポート・ロード<br>定義書のExcel出力,"sql,db",,
index,"索引とか見出しのこと。検索エンジンの中に記録されているホームページの情報(SEO的な意味)。検索を早くするための仕組み（データベース的な意味）。配列の添字（プログラミング的な意味）。
※配列の展示⇒配列の中にある箱（変数）ひとつひとつに割り振られている番号のこと。",db,,
配列,値を入れておく箱（変数）が複数くっついたもの,db,,
スキーマ,何かの構造を表す用語。,db,,
インサート(Insert),突っ込むこと。もとい、追加すること。しかし、大抵はSQLのinsert文のこと。,db,,
クエリ(Query),データベースに対する命令文,db,,
